,date,username,user_location,tweet,num_of_like,num_of_retweet,num_of_followers,num_of_reply
348,2023-04-16 22:52:58+00:00,t045t,,Patio beers in almost 70 degree weather. Suck it Minnesota. - Drinking an Irish Blonde Ale by Canyon Creek Brewing @ Canyon Creek Brewing  — https://t.co/Aleo5K8NnY,0,0,62,0
349,2023-04-16 21:28:14+00:00,GalwayGga,Galway,"At @Ceide_Fields, we saw revamped exhibition area &amp; experienced the ‘real thing’ in field. The weather did not deter intrepid GGA. ‘New Irish’ from Nepal tried her hand at discovering pre-bog (Neolithic) stone-walls under the expert guidance of Director, Gretta Byrne. A great day https://t.co/CvKNG2PJWq",2,1,265,0
350,2023-04-16 19:16:29+00:00,OneFine23954114,,@Irish_Partisan The weather service have issued a Status Red warning for Potato Blighe for the entire country.,3,0,11,1
351,2023-04-16 19:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,1,98,0
352,2023-04-16 18:06:09+00:00,irishelt,Ireland,"North East Syria.

First afternoon on 'the roof' of the season.

Its the only place I can go to get some sunshine on my particularly white Irish body. 😂

Its amazing that 25 degrees celcius back in Ireland is 'country grind to a halt' weather yet here it just feels a bit warm. https://t.co/9T82Dq4te6",23,1,8163,3
353,2023-04-16 17:58:49+00:00,Irish_Stew_2020,Northern Ireland,@LouisMusto5 @johnson_annitra @catturd2 if only we had donated another trillion to stop this weather changing.,0,0,131,0
354,2023-04-16 16:36:39+00:00,PeteFarrell14,Antarctica,"Here is the long and short of it: post Brexit the UK needs a trade deal with the Yanks or else end up as Greece without the weather.

This deal is so one sided that they have to do literally everything the Yanks want in order to get it, and messing with Irish border ain’t it",1,1,2093,0
355,2023-04-16 16:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 IST: Forecast for the next 12 hours: Fine, becoming less settled
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
356,2023-04-16 16:04:39+00:00,SundayFolklore,,@NeuKelte A glorious weather omen! I love the Irish meaning of luminous &amp; radiant!,3,0,4610,0
357,2023-04-16 15:24:16+00:00,rbower9112,East Yorkshire,"@dj_booth81 
How many years ago did we meet up in Tenerife? 🙄🤷🏻‍♂️
Back in our favourite Irish bar getting ready to cheer the Tricky Trees on from foreign shores, hope that the weather in Bonnie Scotland is good?
🤞☀️😎🙄
#COYR 
#NFFC 
🔴🌲🔴🌲🔴🌲 https://t.co/PGlbAozeAl",1,0,207,1
358,2023-04-16 15:17:27+00:00,jani93xx,Germany,Just Irish weather as it's best 😂🤭,0,0,449,0
359,2023-04-16 13:37:43+00:00,MariuszMarchel,"Waterford, Ireland",Lovely Irish weather but hey what a fun day ❤️ https://t.co/P3xKr7pWds,11,0,2280,2
360,2023-04-16 11:01:35+00:00,orwell4ever,,"@BidenAcolyte @fandomfighter29 @kierancuddihy Ireland broke Nazi codes and Nazi spy rings.
All intel/Weather reports shared with USA/UK not Germany.
Nazis interned. Allies released. 
USA allowed to use Irish diplomat bags for Intel and see all reports.
Deal with USA/UK if Nazis invaded. No deals with Nazis. 
Your BS = BS",0,0,12170,0
361,2023-04-16 10:59:00+00:00,cosmopilots,21+ |  🇭🇰 ✦ 🇮🇪 dublin,I can't with Irish weather it's so inconsistent?? it's sunny one minute then it's raining the next.. I just want to wear cute summer clothes please 😭,2,0,737,0
362,2023-04-16 10:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
363,2023-04-16 10:01:55+00:00,Paddywhackery19,Ireland,"@Independent_ie Next week then it'll be colder than Greenland..
You're as reliable as the Irish weather",4,0,36,0
364,2023-04-16 09:50:43+00:00,firstlovemfc,Italia | Brasil | Ireland,funny that I brought the Irish weather with me,1,0,920,0
365,2023-04-16 09:03:25+00:00,LAWLscots,,"@RyanShirlow Some ""Ulster-scots"" features more uniquely ""irish+yola"" : Brave, Wile, Kwer(Quare) etc..
stairve ~ (of the weather) make (one) feel very cold (That day would stairve ye). stairved; stairvin perishing with cold. [starve]
https://t.co/QFtloXx3D9",0,0,331,1
366,2023-04-16 08:40:23+00:00,ElleSho_,,Irish coffee is exactly what the weather ordered,1,1,665,0
367,2023-04-16 08:34:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/uA6SYcuSnQ",0,0,935,0
368,2023-04-16 05:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",1,0,98,0
369,2023-04-16 04:50:46+00:00,Slipcatch,Southern East Coast of Africa,"Prediction, Irish teams, most probably Leinster, will win #URC and #HeinekenChampionsCup this year.

All that is left this year will be the one in France, the Quarter Finals. Okay maybe they will stay for two more weekends, weather in Ireland is shit anyway, why return early. 😝",0,0,1854,0
370,2023-04-16 01:19:34+00:00,rowsheeeeeen,Warwickshire,@its_me_lucyp I adore manc. Must be the similar Irish weather,1,0,1228,0
371,2023-04-16 00:37:34+00:00,fliesonmyfruit,"Cork, Ireland",@Jakobonfire *laughs in Irish weather*,1,0,297,0
372,2023-04-15 23:40:38+00:00,DjJames1972,Jersey Shore,"@Nikki_Irish Yeah, great weather, good economy and they use the American dollar and speak English a lot of places",1,0,110,0
373,2023-04-15 23:02:12+00:00,IRAS054372502,Portsmouth - UK,"It must be the 5th or 6th times in 10 years I get the winner in the Grand National. Weather forecast is key, the trainers, jockeys. None of the BBC pundits nor racing post, Sky didn't her Cochran Rambler in their top 4 before the race. Only play E/W a tip an Irish bloke gave me.",0,0,26794,0
374,2023-04-15 21:10:08+00:00,Dublinlad100,Dublin city Irish plantation,"@Irish___Rose Morocco  , its cheap  and great weather",2,0,194,0
375,2023-04-15 19:20:45+00:00,PamelaGoli86741,a,"@SaltyBitch_52 @JimGagnon6 @PAYthe_PIPER @WhalenMona @fitfan777 @827js @Ultra_USMAga_FL @1Nicdar @twkrh8me11 @Ilegvm @SpudMcKenzie9 @CasanovaX8X @TrumpsProudBoy @Ludicris131 @actionforlifeFL @TexasRain16 @Irish_Outcast @soul_katz Jesus Christ/Yahweh is the reincarnation of Brian
Leonard Golightly Marshall is in Australia. Books at
Amazon.  On YT, Twitter, &amp;   Bitchute  channel:""Christ is
Back This is His Channel."" Weather weaponry causing
bad weather/disasters. See YT channel: WeatherWar101

Share",0,0,204,0
376,2023-04-15 19:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
377,2023-04-15 17:41:56+00:00,Italian_Rugby,,"🇮🇹vs☘️ Women's 6N
Final score is 24-7 Italy had to weather wave after wave of Irish attack, over 200+ tackles completed but some flashes of attacking brilliance from Italy was enough to see off the visitors. Commiserations Ireland and congratulazioni ragazze! 💪🏼🇮🇹",69,1,2026,2
378,2023-04-15 17:30:57+00:00,TaraDal74339841,"Louth, Ireland","@3Dman44 @Longjacket2 I don't think our summer gets as hot as yours does. Ireland in the summer is glorious.  No place like it. Then we hibernate during the winter. That's why the country was called Hibernia. See, we're talking about the weather again ... are you certain you're not Irish? lol 😄☘️",1,0,604,1
379,2023-04-15 17:29:29+00:00,Irish_Unionist2,Loyalist Shankill,Weather is an utter wipeout! Hopefully it’s better the rest of the week in Belfast,5,0,4727,1
380,2023-04-15 17:17:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/DN9KUteeth",0,0,935,0
381,2023-04-15 17:08:03+00:00,Richard33088696,,"@Irish_Ferries well done Irish Ferries, port issues, weather delays and now more delays gang way technical problems.",0,0,1,0
382,2023-04-15 16:31:45+00:00,Irish_Sailing,Ireland,"Change in the weather here in Howth Yacht Club, a sunny start to the day met with 20knots in the afternoon!

#youthnationals #youthsailing #racing #SpeedOn #speedy https://t.co/ZBfeQ8ZTo8",4,0,4246,0
383,2023-04-15 16:29:43+00:00,TokyoCol,"Minato-ku, Tokyo","Over 40s mini tournament with the Kanto Celts Legends, great fun in the Irish weather 🌧️ 😃 https://t.co/rZe9sQ0eYI",2,0,130,0
384,2023-04-15 16:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
385,2023-04-15 16:03:49+00:00,TironStefan,China state-affiliated media,"Saturday misty irish weather. After two hours+ walk found this behemoth. Trust me, you don't find Kant's Three Critiques on the sidewalk any other rainy day of the year. https://t.co/GfU9dq0gY8",2,0,1051,0
386,2023-04-15 16:00:50+00:00,warren61939536,,@EdKrassen Can we get some Irish people in the comments to confirm weather they think Biden is a retard or not?,0,0,38,0
387,2023-04-15 15:37:02+00:00,mferrini,"Bay Area, CA, but a Masshole at heart!","@Nancy63161899 I’m a total fair weather fan, but yeah, if you don’t dig Big Papi, we basically can’t be friends.

The Irish &amp; Scots definitely know bullshit when they see it ;-)",1,0,709,1
388,2023-04-15 14:55:07+00:00,AndrewS32704070,,"@MarkMur90093977 @julianHjessop @IMFNews @Jeremy_Hunt @AstraZeneca I know too. 
If you're skint and on Irish medical card they will process you. 
You're making very heavy weather of this. You seem to complain about South being shit for everything and NI / GB better in the round economically and for daily living. 
I'd leave - greener grass 🙄",0,0,373,1
389,2023-04-15 14:40:18+00:00,DebraRu66150029,"Tampa, FL","@grantstern 1) Irish are cheering for The United States of America, not Biden and 2) The Irish are weather-depressed and need a reason to party.  Nothing more.",0,0,384,0
390,2023-04-15 14:11:30+00:00,iwashomesick,,@kateistooshy you know for a fact the irish weather will fuck us up tho,0,0,198,0
391,2023-04-15 13:47:27+00:00,AlZheimerHammer,,"@MaiaDunphy Ahh, the Irish weather; as dependable as a perforated condom! https://t.co/rMJMUxh0B6",0,0,552,0
392,2023-04-15 13:39:54+00:00,FrankDaTank59,"Las Vegas, NV",9 days for my crew. Agree with most of your points. The weather was beautiful rain or shine. Takes rain to beautify everything plus it cleanses Mother Earth. Concrete is hard on my face 😜. 10/10 Looking forward to next year. @Irish_PokerOpen @PokerStars @paddypower,15,0,2027,1
393,2023-04-15 12:53:33+00:00,kerikukral,"Chicago, IL",That concludes my brief but plucky Tweet storm for the day (off to good weather!) I’m a 1/4 Irish ☘️. This is my favorite proverb: https://t.co/lparC393B6,13,1,4053,0
394,2023-04-15 10:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
395,2023-04-15 09:34:39+00:00,Deirdre2_borgia,"Cork, Ireland","@peacelilly44 @Sir_Paul_Mac @iambeckaroo @NYCmixedbreed @GingerLaddies We had our summer yesterday - hardly any rain at all, just a few showers. Mostly mild &amp; fairly sunny - a bit early this year, but that's Irish weather for ya! 🤷🤣",4,0,981,2
396,2023-04-15 07:35:18+00:00,marta_sofie,"Warsaw, Poland",@IEAmbPoland It has and weather is truly Irish 😉,0,0,1934,0
397,2023-04-15 05:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
398,2023-04-15 02:47:02+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/enLSsNghlw",0,0,935,0
399,2023-04-14 23:27:12+00:00,Adam_Dowling1,Crown Point Indiana,@craiGo574 @faithful_irish @dosleprechauns @Bif_13 @Kev_Elev_11 @jyeager9 @MJVBCT @StadiumDude Hopefully weather channel is wrong i saw cooler wind and rain 🤷‍♂️🤷‍♂️🤦‍♂️🤦‍♂️,1,0,152,1
400,2023-04-14 21:59:22+00:00,kostralee,tralee,"@SawyerMerritt @SpaceX We will put out the Child of Prague for good weather, Irish Tradition! @elonmusk @SpaceX 🤣 https://t.co/m0pnVAgM4k",40,2,535,1
401,2023-04-14 21:42:34+00:00,todayInIreland,Waterville~Key West~Austin ,"@pdconner52 @POTUS @rtenews I had forgotten your ancestry was Mayo Irish! 
Oh, indeed, your family would be proud!

Glad Biden and the team got good weather today, at last! Here’s a shot from Kerry (the best county) around 4:00 😎
#Ireland https://t.co/FzgEsvPEHQ",1,0,8790,0
402,2023-04-14 21:40:16+00:00,shamnolan,Somewhere in The Emerald Isle,"@MaiaDunphy Cherry blossom,  the nicest fecker of a tree, u wait all Yr for it and the irish weather takes it in a couple of days 🤣",1,0,51,0
403,2023-04-14 21:30:14+00:00,SeanFGKeane,Ashbourne/Laois/Tramore,@Stanley_Walker @Pen_y_wise @Kilsally instead of joining the British army. The Irish met service gave weather reports to the Allies in '44 that allowed Ike make the decision for D-Day to go ahead on 6 June. All Allied pilots who crash landed in southern Ireland in WW2 were returned. Luftwaffe pilots were interned.,0,0,75,0
404,2023-04-14 20:52:46+00:00,boroboy1968nc,,"@TheRickyDavila @HermioneIsHere So you are complaining that the Governor of Florida is in another state right, and that there is bad weather in Florida?!? So I guess you really want Joe home from is Irish family vacation since Top Secret documents were discovered being released on the net?",0,0,355,0
405,2023-04-14 20:23:52+00:00,blueberryhj,she/they,the Irish weren't made for this kind of weather 😕,1,0,806,1
406,2023-04-14 20:10:25+00:00,VsJornal,"SE 256th street,Kent,WA,USA",Irish weather expert warns ‘RED level’ winds could hit tomorrow as Met Eireann warning kicks in | Ireland News | Fri | 14 Apr | 21:10 | BST https://t.co/GHRJk5XtsR,0,0,7,0
407,2023-04-14 19:39:12+00:00,TalentCoop,Here & There .... ,"#BidenVisit Proud #Ballina &amp; #Mayo woman &amp; ex President of Ireland, Mary Robinson warms the crowd and explains Irish weather....namely four seasons in half an hour.
She speaks of Ireland's curse, emigration .... &amp; it's pains, in a moving poem",11,0,6114,0
408,2023-04-14 19:35:25+00:00,louiseburne_,Dublin,"Former Irish President Mary Robinson now addressing the crowds in Ballina

She says that his is typical Ballina weather — you think it will be sunny and then it rains

She is reading a poem by Eavan Boland https://t.co/E71ogPaXYz",17,1,2627,2
409,2023-04-14 19:20:08+00:00,WiebkesF1Grid,//ger// 18+ please,@ferrarisluck If the weather is good😅 Irish weather is so unpredictable. But the sea is obly like a 45min bus ride. So I might actually go,0,0,1098,0
410,2023-04-14 19:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
411,2023-04-14 18:42:49+00:00,kee_fitz,Langley! #Nafo #Fellas HQ,"@tero_kaunisto 🤣🤣🤣🤣🤣🤣🤣
Irish Barbecue weather! https://t.co/s2vMXAe1Cy",1,0,7816,1
412,2023-04-14 17:01:19+00:00,Irish_Sailing,Ireland,"THE WAITING GAME!

Day 2 at the Investwise Youth Nationals, waiting for the right conditions; weather, wind and direction is all part of the game! 

BRING ON TOMORROW! https://t.co/6cf2nNUFff",1,0,4246,0
413,2023-04-14 16:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
414,2023-04-14 15:42:50+00:00,irish_hann,,This weather is making me want to go out tonight,0,0,93,2
415,2023-04-14 14:43:37+00:00,Bif_13,,@faithful_irish @dosleprechauns @Adam_Dowling1 @craiGo574 @Kev_Elev_11 @jyeager9 @MJVBCT @StadiumDude Perfect tailgating weather,2,0,1477,0
